customer_id,first_name,last_name,age,city,product,quantity,unit_price,amount
874,  JULIA  ,Rodriguez,50,los angeles,Widget B,48,115,5520
875,Charlie,Jones,49,Dallas,Tool Beta,6,,726
876,George,Davis,28,,Tool Alpha,49,107,5243
877,  GEORGE  ,Miller,22,phoenix,Gadget X,32,144,4608
878,Hannah,Martinez,31,Los Angeles,Widget A,37,192,7104
879,Alice,Davis,49,Phoenix,Tool Beta,44,15,660
880,Diana,Martinez,55,Chicago,Gadget X,11,21,231
881,  DIANA  ,Jones,63,new york,Gadget Y,37,72,2664
882,Charlie,Rodriguez,68,Chicago,Widget A,47,156,7332
883,Bob,Garcia,66,Philadelphia,Widget A,4,,496
884,Hannah,Davis,,Chicago,Tool Beta,40,115,4600
885,Ivan,Miller,21,Houston,Tool Alpha,25,103,2575
886,Edward,Garcia,75,Dallas,Tool Beta,34,37,1258
887,Hannah,Williams,35,Philadelphia,Tool Beta,29,102,2958
888,George,Davis,34,New York,Tool Alpha,39,95,3705
889,Edward,Garcia,70,San Diego,Tool Beta,18,172,3096
890,Diana,Brown,36,San Antonio,Widget A,29,197,5713
891,Ivan,Johnson,26,Los Angeles,Widget B,33,128,4224
892,Diana,Johnson,47,Chicago,Tool Beta,16,,2912
893,  ALICE  ,Rodriguez,61,dallas,Tool Beta,50,29,1450
894,Edward,Williams,22,San Antonio,Tool Beta,26,145,3770
895,Edward,Martinez,44,New York,Widget B,8,144,1152
896,Fiona,Williams,71,Dallas,Tool Beta,12,85,1020
897,Alice,Miller,49,Chicago,Tool Alpha,7,19,133
898,Edward,Davis,69,New York,Gadget X,15,145,2175
899,George,Jones,26,San Jose,Widget B,35,69,2415
900,Bob,Jones,31,Dallas,Gadget X,35,16,560
901,Hannah,Rodriguez,20,San Jose,Widget B,25,30,750
902,Alice,Garcia,32,Los Angeles,Gadget Y,44,171,7524
903,Charlie,Brown,38,Dallas,Tool Alpha,18,175,3150
904,Fiona,Brown,59,Chicago,Gadget X,30,66,1980
905,Alice,Jones,31,New York,Widget B,9,62,558
906,Charlie,Rodriguez,25,New York,Widget B,36,130,4680
907,  HANNAH  ,Johnson,53,dallas,Tool Alpha,11,76,836
908,Ivan,Miller,75,Phoenix,Gadget X,23,88,2024
909,Hannah,Davis,40,Los Angeles,Gadget X,31,,1736
910,George,Jones,52,Phoenix,Widget A,29,166,4814
911,Julia,Smith,68,Philadelphia,Gadget Y,25,160,4000
912,Fiona,Davis,41,Phoenix,Tool Beta,22,,2970
913,,Garcia,21,Houston,Gadget X,14,34,476
914,Charlie,Davis,39,New York,Gadget Y,30,46,1380
915,Alice,Williams,64,Philadelphia,Widget A,12,18,216
916,Alice,Davis,42,Chicago,Tool Beta,36,63,2268
917,  FIONA  ,Williams,40,new york,Tool Beta,35,82,2870
918,Bob,Smith,50,New York,Tool Beta,12,122,1464
919,Diana,Brown,67,San Jose,Tool Alpha,32,107,3424
920,Bob,Garcia,37,San Diego,Tool Beta,32,142,4544
921,Charlie,Williams,46,,Tool Beta,27,56,1512
922,Ivan,Martinez,50,Dallas,Widget B,14,31,434
923,Bob,Smith,35,Phoenix,Tool Beta,12,84,1008
924,Edward,Brown,57,Philadelphia,Tool Alpha,35,83,2905
925,Ivan,Johnson,49,New York,Tool Beta,25,170,4250
926,Alice,Rodriguez,22,San Diego,Tool Beta,34,10,340
927,Charlie,Garcia,37,Dallas,Tool Alpha,33,33,1089
928,Bob,Rodriguez,,Philadelphia,Tool Alpha,28,49,1372
929,Julia,Jones,48,Los Angeles,Widget B,7,13,91
930,Fiona,Brown,43,New York,Gadget Y,8,56,448
931,Hannah,Williams,45,Dallas,Tool Alpha,40,52,2080
932,George,Garcia,42,Los Angeles,Widget A,44,147,6468
933,Alice,Miller,42,New York,Gadget Y,35,195,6825
934,,Davis,18,Houston,Widget B,40,100,4000
935,Fiona,Brown,38,Los Angeles,Widget B,1,167,167
936,Bob,Garcia,75,Houston,Tool Beta,32,132,4224
937,Diana,Johnson,75,San Diego,Gadget X,35,94,3290
938,George,Williams,74,Phoenix,Gadget X,40,34,1360
939,Ivan,Rodriguez,42,Phoenix,Widget B,8,58,464
940,Hannah,Davis,63,Dallas,Gadget X,42,46,1932
941,Julia,Williams,68,Chicago,Tool Alpha,12,94,1128
942,Bob,Williams,41,New York,Gadget X,41,22,902
943,Alice,Garcia,28,San Jose,Widget B,12,182,2184
944,Edward,Martinez,20,San Antonio,Gadget Y,19,47,893
945,Diana,Brown,70,San Jose,Widget A,45,89,4005
946,Fiona,Rodriguez,58,Phoenix,Widget B,48,149,7152
947,Ivan,Garcia,56,Chicago,Widget B,28,184,5152
948,George,Williams,25,San Antonio,Gadget X,46,161,7406
949,Diana,Smith,26,Phoenix,Widget B,45,32,1440
950,Charlie,Brown,42,San Antonio,Gadget Y,48,110,5280
951,George,Brown,,Houston,Widget A,25,181,4525
952,Alice,Garcia,19,Phoenix,Widget A,21,90,1890
953,Hannah,Johnson,26,San Diego,Tool Beta,26,91,2366
954,Ivan,Davis,75,Chicago,Widget A,39,53,2067
955,George,Smith,66,Philadelphia,Gadget Y,40,69,2760
956,Julia,Brown,45,Los Angeles,Tool Alpha,29,97,2813
957,Julia,Williams,56,,Widget B,48,128,6144
958,  EDWARD  ,Brown,48,,Widget B,42,30,1260
959,Diana,Smith,68,San Diego,Gadget Y,23,55,1265
960,Bob,Johnson,70,Phoenix,Tool Beta,19,67,1273
961,George,Garcia,69,Houston,Tool Beta,13,34,442
962,Ivan,Martinez,68,San Diego,Tool Alpha,35,114,3990
963,George,Smith,69,Philadelphia,Gadget X,44,146,6424
964,George,Jones,73,Philadelphia,Gadget X,34,23,782
965,Bob,Brown,23,San Antonio,Gadget X,46,124,5704
966,Ivan,Martinez,35,San Jose,Widget A,48,63,3024
967,Fiona,Williams,24,Dallas,Tool Alpha,22,134,2948
968,Alice,Martinez,51,New York,Gadget X,10,48,480
969,Fiona,Brown,23,Phoenix,Tool Alpha,2,118,236
970,,Smith,21,Dallas,Widget B,23,30,690
971,Bob,Brown,26,Chicago,Widget B,6,68,408
972,George,Davis,66,Philadelphia,Gadget X,35,80,2800
973,George,Williams,37,Houston,Tool Alpha,4,71,284
974,  BOB  ,Smith,,new york,Gadget X,40,168,6720
975,Bob,Rodriguez,25,Houston,Gadget Y,39,165,6435
976,Diana,Miller,69,Dallas,Tool Beta,19,192,3648
977,Charlie,Williams,47,New York,Tool Beta,39,192,7488
978,Diana,Jones,19,Philadelphia,Widget B,45,63,2835
979,Fiona,Rodriguez,,Chicago,Gadget Y,1,73,73
980,Charlie,Garcia,51,Dallas,Widget B,42,124,5208
981,Edward,Johnson,73,New York,Gadget X,26,176,4576
982,Hannah,Smith,40,San Antonio,Gadget Y,26,66,1716
983,Alice,Smith,22,Los Angeles,Widget A,29,123,3567
984,Hannah,Johnson,52,Phoenix,Widget A,26,22,572
985,Julia,Jones,33,Chicago,Widget A,49,42,2058
986,Ivan,Garcia,21,Los Angeles,Tool Beta,11,120,1320
987,  CHARLIE  ,Johnson,24,dallas,Gadget Y,50,182,9100
988,George,Martinez,29,Houston,Gadget Y,27,65,1755
989,Edward,Rodriguez,24,San Antonio,Gadget Y,22,174,3828
990,  HANNAH  ,Davis,71,philadelphia,Widget A,35,194,6790
991,Edward,Rodriguez,41,Houston,Widget B,20,160,3200
992,Bob,Davis,47,Phoenix,Widget A,16,170,2720
993,Diana,Brown,47,San Antonio,Widget A,13,78,1014
994,Fiona,Davis,63,San Jose,Widget B,25,55,1375
995,Ivan,Johnson,49,Chicago,Widget A,40,52,2080
996,Diana,Miller,39,San Diego,Gadget X,16,44,704
997,Diana,Williams,39,Dallas,Widget A,17,181,3077
998,Hannah,Johnson,64,Houston,Tool Alpha,40,103,4120
999,Charlie,Williams,20,San Antonio,Gadget X,14,,1876
1000,Bob,Johnson,72,Phoenix,Tool Alpha,8,18,144
1001,Julia,Brown,71,Los Angeles,Widget B,6,167,1002
1002,Fiona,Williams,49,Los Angeles,Tool Alpha,27,104,2808
1003,Fiona,Johnson,40,New York,Widget A,42,46,1932
1004,Alice,Miller,49,Chicago,Tool Alpha,16,99,1584
1005,Charlie,Garcia,69,San Antonio,Tool Alpha,41,100,4100
1006,  CHARLIE  ,Rodriguez,18,los angeles,Tool Alpha,45,53,2385
1007,  DIANA  ,Williams,43,san jose,Gadget Y,7,65,455
1008,Bob,Jones,42,Philadelphia,Gadget X,5,195,975
1009,Diana,Rodriguez,56,Dallas,Widget B,,155,6665
1010,Julia,Jones,39,Chicago,Gadget Y,46,21,966
1011,George,Garcia,27,Phoenix,Widget B,11,198,2178
1012,  BOB  ,Brown,44,new york,Gadget Y,26,89,2314
1013,Ivan,Rodriguez,50,Phoenix,Tool Beta,8,114,912
1014,Fiona,Miller,31,Los Angeles,Tool Alpha,48,84,4032
1015,Ivan,Williams,187,San Jose,Widget B,3304,29,1102
1016,Julia,Johnson,69,Chicago,Gadget X,34,129,4386
1017,Charlie,Williams,29,San Jose,Widget A,9,139,1251
1018,Julia,Miller,67,Phoenix,Widget B,40,63,2520
1019,Ivan,Rodriguez,33,San Jose,Widget B,8,96,768
1020,,Martinez,195,Philadelphia,Gadget X,2512,31,155
1021,Charlie,Martinez,65,New York,Widget A,25,46,1150
1022,George,Miller,62,San Antonio,Widget A,30,142,4260
1023,Charlie,Martinez,19,San Antonio,Gadget X,33,159,5247
1024,Ivan,Jones,42,Chicago,Widget B,28,105,2940
1025,Hannah,Miller,33,Philadelphia,Widget A,29,130,3770
1026,Ivan,Davis,51,San Diego,Widget A,6,136,816
1027,Edward,Johnson,43,Los Angeles,Gadget Y,43,100,4300
1028,  GEORGE  ,Davis,58,phoenix,Gadget Y,38,155,5890
1029,Diana,Miller,52,Chicago,Widget B,26,106,2756
1030,Fiona,Rodriguez,60,San Jose,Gadget X,37,167,6179
1031,Hannah,Jones,30,New York,Tool Alpha,24,12,288
1032,Fiona,Martinez,23,San Antonio,Tool Beta,30,36,1080
1033,Bob,Johnson,64,Dallas,Tool Alpha,1,91,91
1034,Julia,Smith,33,Los Angeles,Widget B,46,170,7820
1035,Hannah,Jones,25,Los Angeles,Gadget Y,41,11,451
1036,Diana,Davis,198,San Antonio,Widget B,1955,30,1410
1037,George,Brown,74,Houston,Gadget Y,11,194,2134
1038,  GEORGE  ,Jones,62,houston,Tool Beta,3,154,462
1039,Julia,Jones,72,,Tool Beta,34,197,6698
1040,Fiona,Rodriguez,53,Chicago,Tool Beta,41,193,7913
1041,Alice,Williams,68,New York,Gadget Y,13,138,1794
1042,Diana,Martinez,29,New York,Tool Alpha,23,90,2070
1043,Edward,Miller,46,Dallas,Tool Beta,31,34,1054
1044,Julia,Jones,154,Phoenix,Tool Beta,1442,109,2398
1045,Diana,Jones,,Philadelphia,Gadget Y,22,171,3762
1046,Diana,Miller,57,Los Angeles,Gadget X,46,47,2162
1047,Charlie,Miller,42,San Jose,Tool Beta,20,151,3020
1048,Hannah,Johnson,39,San Antonio,Gadget Y,11,166,1826
1049,George,Martinez,39,Houston,Tool Alpha,38,103,3914
1050,George,Jones,65,San Jose,Tool Alpha,12,15,180
1051,Diana,Miller,28,Houston,Widget A,14,85,1190
1052,Bob,Davis,74,Dallas,Gadget Y,28,59,1652
1053,Ivan,Garcia,59,Philadelphia,Gadget Y,1,148,148
1054,Diana,Davis,23,San Diego,Gadget X,,192,9408
1055,  CHARLIE  ,Jones,33,san antonio,Widget A,11,155,1705
1056,  DIANA  ,Martinez,18,houston,Gadget X,33,175,5775
1057,Hannah,Johnson,58,San Jose,Tool Alpha,4,45,180
1058,George,Davis,19,Chicago,Tool Alpha,7,95,665
1059,  JULIA  ,Johnson,27,houston,Widget A,42,30,1260
1060,Diana,Rodriguez,75,New York,Gadget X,33,62,2046
1061,Hannah,Smith,47,Houston,Tool Alpha,49,14,686
1062,Fiona,Rodriguez,22,San Diego,Tool Beta,47,14,658
1063,Bob,Garcia,26,New York,Tool Beta,3,180,540
1064,Alice,Williams,31,San Jose,Tool Beta,2,185,370
1065,Diana,Jones,27,Houston,Tool Beta,25,93,2325
1066,George,Miller,51,Phoenix,Gadget X,10,130,1300
1067,Julia,Brown,69,San Jose,Widget A,43,163,7009
1068,Julia,Garcia,30,San Diego,Tool Beta,5,143,715
1069,  EDWARD  ,Brown,24,new york,Tool Alpha,23,62,1426
1070,Julia,Jones,26,Chicago,Tool Beta,14,91,1274
1071,Diana,Johnson,53,San Antonio,Widget A,24,72,1728
1072,Bob,Brown,60,Philadelphia,Tool Beta,46,69,3174
1073,  BOB  ,Johnson,61,dallas,Tool Beta,29,124,3596
1074,Charlie,Williams,31,Chicago,Tool Beta,34,123,4182
1075,Julia,Rodriguez,54,San Jose,Gadget X,41,68,2788
1076,  BOB  ,Johnson,63,new york,Widget B,29,68,1972
1077,Ivan,Garcia,30,Dallas,Widget B,27,195,5265
1078,Fiona,Garcia,71,San Jose,Gadget Y,37,156,5772
1079,Diana,Martinez,48,Houston,Gadget Y,6,104,624
1080,Hannah,Johnson,53,Los Angeles,Tool Beta,2,156,312
1081,George,Martinez,54,Houston,Tool Beta,18,182,3276
1082,Fiona,Martinez,74,Philadelphia,Gadget X,12,140,1680
1083,Ivan,Smith,19,Phoenix,Gadget X,26,73,1898
1084,Ivan,Rodriguez,58,San Antonio,Tool Alpha,9,48,432
1085,Alice,Martinez,57,Chicago,Widget B,4,200,800
1086,Diana,Miller,72,Philadelphia,Gadget Y,7,142,994
1087,Julia,Davis,36,Philadelphia,Gadget X,10,154,1540
1088,Julia,Davis,49,Los Angeles,Gadget Y,29,114,3306
1089,Edward,Jones,42,New York,Tool Alpha,46,33,1518
1090,Bob,Davis,72,Houston,Tool Beta,50,139,6950
1091,Edward,Brown,37,Dallas,Widget B,7,115,805
1092,  FIONA  ,Brown,41,new york,Gadget X,6,,366
1093,Diana,Miller,173,Phoenix,Tool Alpha,2352,137,5480
1094,Ivan,Williams,28,,Gadget Y,29,96,2784
1095,  GEORGE  ,Rodriguez,33,san antonio,Gadget Y,6,33,198
1096,Ivan,Smith,26,San Antonio,Widget A,20,107,2140
1097,Julia,Miller,28,Phoenix,Gadget X,37,191,7067
1098,Ivan,Rodriguez,31,Phoenix,Widget B,33,161,5313
1099,Diana,Rodriguez,197,Philadelphia,Gadget X,2680,140,560
1100,  DIANA  ,Williams,33,san diego,Widget B,22,105,2310
1101,Charlie,Jones,71,San Jose,Gadget X,49,24,1176
1102,George,Jones,69,Philadelphia,Tool Beta,17,164,2788
1103,Charlie,Jones,27,San Jose,Gadget Y,37,189,6993
1104,Fiona,Martinez,57,Philadelphia,Widget A,13,111,1443
1105,Ivan,Smith,25,San Antonio,Widget A,19,95,1805
1106,Charlie,Rodriguez,69,San Diego,Tool Beta,25,191,4775
1107,Fiona,Brown,38,Chicago,Widget B,41,45,1845
1108,  CHARLIE  ,Jones,22,san antonio,Gadget Y,4,147,588
1109,Ivan,Jones,21,San Antonio,Tool Alpha,23,91,2093
1110,  IVAN  ,Garcia,73,philadelphia,Tool Alpha,2,171,342
1111,Fiona,Brown,59,San Jose,Widget B,16,30,480
1112,Julia,Johnson,30,Chicago,Tool Alpha,26,190,4940
1113,Julia,Miller,19,Dallas,Widget B,3,80,240
1114,George,Smith,19,Houston,Gadget Y,37,10,370
1115,Ivan,Williams,31,San Jose,Tool Beta,47,82,3854
1116,Fiona,Miller,66,Dallas,Tool Alpha,11,,1144
1117,Hannah,Brown,28,Chicago,Tool Alpha,26,149,3874
1118,Alice,Rodriguez,41,Phoenix,Gadget X,23,189,4347
1119,Charlie,Johnson,51,Chicago,Tool Beta,1,23,23
1120,Hannah,Jones,23,Chicago,Gadget X,1,109,109
1121,George,Garcia,70,Chicago,Widget B,44,61,2684
1122,Hannah,Rodriguez,68,Phoenix,Widget A,5,111,555
1123,George,Garcia,41,San Jose,Tool Alpha,48,168,8064
1124,Diana,Williams,75,Philadelphia,Widget A,18,75,1350
1125,  FIONA  ,Miller,73,san jose,Gadget Y,34,96,3264
1126,Diana,Miller,40,Los Angeles,Tool Beta,7,112,784
1127,Fiona,Miller,45,Los Angeles,Tool Beta,44,49,2156
1128,Hannah,Smith,26,Chicago,Gadget X,29,126,3654
1129,Bob,Martinez,47,Los Angeles,Tool Beta,24,96,2304
1130,Hannah,Johnson,20,New York,Tool Beta,21,161,3381
1131,  GEORGE  ,Davis,21,san diego,Tool Beta,2,100,200
1132,,Johnson,33,los angeles,Tool Alpha,40,57,2280
1133,  BOB  ,Martinez,36,san jose,Gadget X,17,155,2635
1134,Ivan,Williams,55,New York,Tool Beta,31,107,3317
1135,Edward,Garcia,61,San Diego,Widget B,34,48,1632
1136,Charlie,Garcia,64,Houston,Widget B,40,160,6400
1137,Ivan,Davis,59,Phoenix,Tool Alpha,38,143,5434
1138,Alice,Rodriguez,45,Chicago,Gadget X,8,155,1240
1139,Ivan,Jones,57,Philadelphia,Tool Beta,13,90,1170
1140,,Williams,72,New York,Widget B,36,25,900
1141,Edward,Rodriguez,23,Chicago,Tool Alpha,44,115,5060
1142,  DIANA  ,Martinez,40,los angeles,Tool Alpha,21,126,2646
1143,Bob,Johnson,53,Dallas,Gadget Y,5,75,375
1144,Ivan,Johnson,31,Philadelphia,Tool Alpha,30,145,4350
1145,Edward,Miller,72,Chicago,Widget A,37,175,6475
1146,Edward,Johnson,52,Phoenix,Gadget Y,27,121,3267
1147,Julia,Williams,196,San Jose,Tool Alpha,3244,120,480
1148,Julia,Smith,69,New York,Gadget Y,36,177,6372
1149,Edward,Rodriguez,156,Los Angeles,Widget B,4098,113,1808
1150,Ivan,Williams,20,San Antonio,Tool Beta,9,14,126
1151,  FIONA  ,Williams,45,houston,Tool Beta,28,13,364
1152,George,Johnson,34,Phoenix,Gadget Y,46,101,4646
1153,Hannah,Williams,63,,Tool Beta,28,155,4340
1154,Julia,Miller,37,San Diego,Gadget Y,29,197,5713
1155,Hannah,Smith,31,Philadelphia,Gadget X,4,134,536
1156,Julia,Martinez,35,Los Angeles,Gadget Y,2,109,218
1157,  GEORGE  ,Jones,,dallas,Widget A,13,43,559
1158,Alice,Brown,62,New York,Gadget X,23,88,2024
1159,  CHARLIE  ,Miller,43,san diego,Widget B,29,62,1798
1160,  FIONA  ,Smith,34,los angeles,Widget B,12,84,1008
1161,Alice,Brown,194,San Jose,Widget A,3593,199,9950
1162,Charlie,Smith,57,,Tool Beta,42,120,5040
1163,Hannah,Smith,36,Houston,Gadget X,43,75,3225
1164,Edward,Davis,74,Chicago,Tool Beta,4,57,228
1165,Diana,Davis,67,Chicago,Gadget Y,27,103,2781
1166,Hannah,Miller,54,Philadelphia,Widget A,11,77,847
1167,Charlie,Jones,56,Philadelphia,Gadget Y,16,136,2176
1168,Julia,Davis,19,Phoenix,Gadget Y,27,178,4806
1169,Julia,Miller,164,Dallas,Gadget Y,2551,31,1488
1170,Alice,Martinez,59,San Diego,Widget B,23,160,3680
1171,  FIONA  ,Rodriguez,49,dallas,Widget B,19,119,2261
1172,George,Smith,55,Phoenix,Gadget Y,6,64,384
1173,Fiona,Davis,72,Phoenix,Gadget X,50,10,500
1174,Alice,Smith,70,San Antonio,Widget A,9,46,414
1175,Diana,Smith,61,San Jose,Gadget X,9,170,1530
1176,Fiona,Miller,69,Dallas,Tool Beta,36,52,1872
1177,  CHARLIE  ,Martinez,59,san antonio,Gadget X,23,43,989
1178,Ivan,Williams,65,San Jose,Gadget Y,7,181,1267
1179,Julia,Johnson,21,Los Angeles,Widget A,37,176,6512
1180,Ivan,Johnson,73,Phoenix,Widget A,31,81,2511
1181,Ivan,Johnson,35,Los Angeles,Gadget X,11,57,627
1182,Bob,Jones,53,San Antonio,Tool Alpha,48,32,1536
1183,Fiona,Williams,33,New York,Tool Alpha,22,108,2376
1184,Charlie,Jones,54,Dallas,Gadget X,27,134,3618
1185,Ivan,Johnson,33,Phoenix,Tool Beta,,128,256
1186,Julia,Williams,51,Los Angeles,Gadget Y,15,49,735
1187,Diana,Garcia,64,New York,Tool Beta,50,41,2050
1188,Hannah,Rodriguez,71,San Diego,Gadget Y,5,33,165
1189,Alice,Williams,20,San Diego,Widget B,42,30,1260
1190,Julia,Brown,39,Dallas,Widget A,37,82,3034
1191,Alice,Williams,18,Dallas,Widget B,28,126,3528
1192,Bob,Martinez,46,,Widget A,23,41,943
1193,George,Garcia,56,San Jose,Widget B,21,154,3234
1194,Edward,Davis,25,San Antonio,Widget B,25,97,2425
1195,Hannah,Williams,34,Philadelphia,Gadget Y,32,17,544
1196,George,Garcia,25,San Diego,Tool Alpha,48,63,3024
1197,Hannah,Smith,29,Los Angeles,Widget A,23,132,3036
1198,Edward,Davis,18,Dallas,Tool Beta,30,149,4470
1199,Diana,Garcia,27,Philadelphia,Widget B,50,123,6150
1200,Edward,Johnson,197,Philadelphia,Tool Beta,1884,146,6862
1201,Edward,Brown,30,San Antonio,Gadget X,21,125,2625
1202,Edward,Smith,28,Chicago,Tool Alpha,12,11,132
1203,Edward,Brown,74,San Jose,Widget A,3,115,345
1204,Alice,Davis,60,Chicago,Widget A,25,45,1125
1205,Edward,Davis,69,Philadelphia,Gadget Y,48,195,9360
1206,Diana,Johnson,25,San Antonio,Widget B,3,112,336
1207,,Garcia,29,Chicago,Widget A,32,79,2528
1208,  JULIA  ,Smith,20,chicago,Widget A,36,176,6336
1209,Fiona,Smith,57,San Antonio,Gadget X,29,98,2842
1210,Ivan,Davis,28,Phoenix,Tool Beta,31,101,3131
1211,Diana,Johnson,62,Phoenix,Widget A,3,138,414
1212,Hannah,Johnson,160,,Gadget Y,2073,140,5460
1213,Charlie,Rodriguez,58,New York,Tool Alpha,10,31,310
1214,Edward,Rodriguez,20,Houston,Tool Beta,43,11,473
1215,  CHARLIE  ,Williams,59,phoenix,Tool Beta,32,66,2112
1216,Diana,Garcia,71,Houston,Widget B,13,170,2210
1217,Hannah,Garcia,178,Chicago,Widget A,1930,143,6864
1218,Alice,Miller,19,San Diego,Widget B,50,73,3650
1219,Hannah,Davis,,New York,Widget A,45,179,8055
1220,Charlie,Williams,48,Houston,Gadget Y,31,139,4309
1221,  ALICE  ,Brown,32,phoenix,Gadget X,34,189,6426
1222,George,Brown,34,Dallas,Widget B,46,200,9200
1223,Julia,Johnson,28,Phoenix,Tool Alpha,13,12,156
1224,Bob,Johnson,58,Philadelphia,Tool Beta,12,52,624
1225,Edward,Jones,30,Philadelphia,Tool Beta,37,167,6179
1226,Edward,Rodriguez,73,San Jose,Tool Beta,47,83,3901
1227,George,Brown,64,San Jose,Gadget X,28,191,5348
1228,Diana,Johnson,29,San Jose,Tool Alpha,43,147,6321
1229,Charlie,Miller,61,Los Angeles,Tool Alpha,24,157,3768
1230,Charlie,Martinez,52,Phoenix,Tool Alpha,35,40,1400
1231,Edward,Smith,73,Philadelphia,Tool Beta,48,28,1344
1232,Charlie,Jones,57,San Antonio,Tool Alpha,46,15,690
1233,George,Rodriguez,30,Los Angeles,Gadget X,21,96,2016
1234,Bob,Johnson,43,Los Angeles,Widget A,17,34,578
1235,Charlie,Williams,69,San Antonio,Tool Beta,4,170,680
1236,George,Smith,43,Philadelphia,Tool Alpha,50,96,4800
1237,George,Davis,56,Houston,Tool Alpha,48,44,2112
1238,Julia,Rodriguez,53,Phoenix,Widget A,30,30,900
1239,Bob,Jones,55,San Diego,Gadget X,9,161,1449
1240,Edward,Miller,41,Phoenix,Widget A,7,120,840
1241,Charlie,Rodriguez,29,San Diego,Widget A,20,164,3280
1242,Edward,Martinez,71,Los Angeles,Gadget X,19,34,646
1243,Bob,Miller,29,San Jose,Gadget X,10,106,1060
1244,Hannah,Brown,70,San Antonio,Tool Alpha,16,,2992
1245,Alice,Smith,30,San Antonio,Tool Beta,2,64,128
1246,Fiona,Jones,48,New York,Gadget Y,27,46,1242
1247,Diana,Jones,52,Phoenix,Tool Beta,33,71,2343
1248,Hannah,Miller,26,Chicago,Tool Beta,25,66,1650
1249,  ALICE  ,Garcia,49,san diego,Widget A,6,129,774
1250,Bob,Martinez,38,Los Angeles,Widget A,13,,1859
1251,  GEORGE  ,Williams,28,san antonio,Tool Beta,19,127,2413
1252,Ivan,Martinez,74,San Jose,Tool Beta,28,50,1400
1253,Alice,Johnson,43,Dallas,Gadget X,9,127,1143
1254,Fiona,Garcia,18,San Diego,Gadget Y,38,104,3952
1255,Charlie,Garcia,73,Dallas,Widget B,34,134,4556
1256,George,Brown,18,Los Angeles,Gadget X,41,177,7257
1257,Bob,Miller,48,Philadelphia,Gadget X,43,137,5891
1258,Charlie,Jones,19,Los Angeles,Gadget X,44,63,2772
1259,Hannah,Davis,30,San Diego,Widget B,35,102,3570
1260,Fiona,Davis,32,New York,Tool Beta,25,12,300
1261,Edward,Brown,73,San Jose,Gadget X,3,196,588
1262,Bob,Smith,41,Phoenix,Tool Alpha,43,113,4859
1263,George,Williams,74,Los Angeles,Gadget Y,50,130,6500
1264,Bob,Jones,73,Philadelphia,Tool Beta,14,189,2646
1265,Julia,Williams,34,Houston,Widget B,44,55,2420
1266,Charlie,Davis,73,San Jose,Widget B,40,35,1400
1267,Edward,Smith,31,San Diego,Widget A,34,85,2890
1268,Bob,Johnson,62,New York,Tool Alpha,18,16,288
1269,Charlie,Smith,30,Philadelphia,Tool Alpha,2,85,170
1270,Hannah,Williams,39,Chicago,Widget B,31,106,3286
1271,Bob,Miller,36,New York,Gadget Y,18,178,3204
1272,Bob,Smith,24,Philadelphia,Tool Alpha,21,56,1176
1273,Ivan,Martinez,39,San Diego,Tool Alpha,11,101,1111
1274,Ivan,Garcia,44,San Diego,Tool Alpha,8,93,744
1275,George,Johnson,18,San Diego,Gadget X,14,14,196
1276,Bob,Williams,23,Dallas,Widget A,13,169,2197
1277,George,Garcia,54,San Jose,Widget A,41,116,4756
1278,Fiona,Martinez,28,Dallas,Gadget X,26,136,3536
1279,Fiona,Jones,64,New York,Tool Alpha,3,95,285
1280,George,Brown,18,San Diego,Widget A,28,74,2072
1281,George,Davis,37,San Antonio,Tool Alpha,24,,2736
1282,Edward,Smith,61,Los Angeles,Tool Beta,36,195,7020
1283,Alice,Rodriguez,30,Houston,Tool Alpha,2,157,314
1284,  JULIA  ,Miller,28,new york,Widget B,26,176,4576
1285,Julia,Williams,23,Dallas,Gadget Y,35,97,3395
1286,Julia,Martinez,31,San Jose,Widget B,38,112,4256
1287,George,Smith,65,Houston,Tool Beta,50,89,4450
1288,Edward,Garcia,70,Dallas,Widget B,21,58,1218
1289,George,Williams,19,New York,Widget A,47,90,4230
1290,Julia,Martinez,59,San Antonio,Widget A,43,158,6794
1291,Bob,Smith,75,Phoenix,Tool Beta,28,42,1176
1292,Charlie,Johnson,23,San Diego,Widget A,21,167,3507
1293,Alice,Brown,,Dallas,Gadget X,36,47,1692
1294,Ivan,Davis,33,Philadelphia,Tool Alpha,26,53,1378
1295,Julia,Brown,39,Houston,Tool Alpha,18,144,2592
1296,  FIONA  ,Davis,35,chicago,Gadget X,34,20,680
1297,Hannah,Davis,62,Phoenix,Gadget Y,43,177,7611
1298,Diana,Smith,64,Dallas,Tool Beta,42,172,7224
1299,Hannah,Miller,27,Los Angeles,Widget B,34,113,3842
1300,Diana,Martinez,43,Los Angeles,Gadget X,19,59,1121
1301,Hannah,Johnson,75,San Diego,Widget B,43,33,1419
1302,Bob,Johnson,50,San Diego,Tool Beta,49,104,5096
1303,  FIONA  ,Smith,35,new york,Widget B,,141,3525
1304,George,Brown,19,Dallas,Widget B,15,164,2460
1305,Hannah,Miller,66,San Antonio,Widget A,4,54,216
1306,Fiona,Rodriguez,42,Phoenix,Widget A,22,196,4312
1307,Charlie,Johnson,57,Houston,Tool Beta,12,82,984
1308,Julia,Miller,41,New York,Gadget Y,37,42,1554
1309,Julia,Rodriguez,54,San Diego,Widget A,47,178,8366
